sequence_name,max_consecutive,name,score,evalue,alignments
SARS-CoV-2-conservedstructured-87,5,hsa-miR-8084,63.0,9.1,|||||
SARS-CoV-2-conservedstructured-87,1,hsa-miR-182-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-88,4,hsa-miR-489-3p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-88,2,hsa-miR-9500,63.0,9.1,||
SARS-CoV-2-conservedstructured-88,5,hsa-miR-9500,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-89,1,hsa-miR-1245b-3p,65.0,5.8,|
SARS-CoV-2-conservedstructured-89,3,hsa-miR-10523-5p,59.0,18.0,|||
SARS-CoV-2-conservedstructured-89,4,hsa-miR-548bc,55.0,39.0,||||
SARS-CoV-2-conservedstructured-89,1,hsa-miR-1245b-3p,40.0,694.0,|
SARS-CoV-2-conservedstructured-89,1,hsa-miR-10523-5p,39.0,841.0,|
SARS-CoV-2-conservedstructured-90,1,hsa-miR-186-5p,64.0,7.5,|
SARS-CoV-2-conservedstructured-90,2,hsa-miR-186-3p,63.0,9.1,||
SARS-CoV-2-conservedstructured-90,8,hsa-miR-1206,63.0,9.1,||||||||
SARS-CoV-2-conservedstructured-90,1,hsa-miR-208b-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-90,3,hsa-miR-1206,42.0,509.0,|||
SARS-CoV-2-conservedstructured-90,1,hsa-miR-186-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-90,3,hsa-miR-1206,40.0,747.0,|||
SARS-CoV-2-conservedstructured-91,6,hsa-miR-20a-5p,61.0,13.0,||||||
SARS-CoV-2-conservedstructured-91,3,hsa-miR-325,58.0,24.0,|||
SARS-CoV-2-conservedstructured-91,4,hsa-miR-1265,58.0,24.0,||||
SARS-CoV-2-conservedstructured-91,8,hsa-miR-340-3p,57.0,29.0,||||||||
SARS-CoV-2-conservedstructured-91,7,hsa-miR-4443,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-91,10,hsa-miR-12114,57.0,29.0,||||||||||
SARS-CoV-2-conservedstructured-91,6,hsa-miR-1265,46.0,237.0,||||||
SARS-CoV-2-conservedstructured-91,2,hsa-miR-340-3p,43.0,420.0,||
SARS-CoV-2-conservedstructured-91,3,hsa-miR-325,43.0,420.0,|||
SARS-CoV-2-conservedstructured-91,3,hsa-miR-1265,41.0,616.0,|||
SARS-CoV-2-conservedstructured-92,1,hsa-miR-190a-5p,59.0,20.0,|
SARS-CoV-2-conservedstructured-92,5,hsa-miR-4668-3p,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-93,13,hsa-miR-4491,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-93,7,hsa-miR-153-3p,63.0,9.1,|||||||
SARS-CoV-2-conservedstructured-93,12,hsa-miR-425-5p,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-93,4,hsa-miR-493-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-93,2,hsa-miR-153-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-93,3,hsa-miR-4491,47.0,195.0,|||
SARS-CoV-2-conservedstructured-93,5,hsa-miR-493-5p,40.0,747.0,|||||
SARS-CoV-2-conservedstructured-94,2,hsa-miR-377-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-94,1,hsa-miR-7153-5p,58.0,24.0,|
SARS-CoV-2-conservedstructured-94,1,hsa-miR-548j-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-94,1,hsa-miR-548ap-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-95,9,hsa-miR-2054,66.0,5.1,|||||||||
SARS-CoV-2-conservedstructured-95,4,hsa-miR-6515-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-95,2,hsa-miR-6739-3p,59.0,20.0,||
SARS-CoV-2-conservedstructured-95,2,hsa-miR-2054,43.0,420.0,||
SARS-CoV-2-conservedstructured-95,8,hsa-miR-6515-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-96,2,hsa-miR-1252-5p,57.0,29.0,||
SARS-CoV-2-conservedstructured-96,1,hsa-miR-1252-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-97,6,hsa-miR-4307,62.0,11.0,||||||
SARS-CoV-2-conservedstructured-97,9,hsa-miR-181d-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-97,11,hsa-miR-8063,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-97,5,hsa-miR-4307,45.0,287.0,|||||
SARS-CoV-2-conservedstructured-97,9,hsa-miR-4307,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-97,1,hsa-miR-4307,39.0,904.0,|
SARS-CoV-2-conservedstructured-98,2,hsa-miR-372-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-98,7,hsa-miR-3118,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-98,7,hsa-miR-302a-5p,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-98,5,hsa-miR-5090,56.0,35.0,|||||
SARS-CoV-2-conservedstructured-98,11,hsa-miR-5696,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-98,2,hsa-miR-3118,39.0,904.0,||
SARS-CoV-2-conservedstructured-99,1,hsa-miR-186-5p,64.0,7.5,|
SARS-CoV-2-conservedstructured-99,2,hsa-miR-186-3p,63.0,9.1,||
SARS-CoV-2-conservedstructured-99,1,hsa-miR-208b-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-99,1,hsa-miR-186-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-100,3,hsa-miR-16-1-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-100,7,hsa-miR-4801,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-101,5,hsa-miR-5582-5p,64.0,7.5,|||||
SARS-CoV-2-conservedstructured-101,4,hsa-miR-3935,60.0,16.0,||||
SARS-CoV-2-conservedstructured-101,7,hsa-miR-4509,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-101,2,hsa-miR-3935,39.0,904.0,||
SARS-CoV-2-conservedstructured-102,3,hsa-miR-609,63.0,9.1,|||
SARS-CoV-2-conservedstructured-102,1,hsa-miR-380-5p,62.0,11.0,|
SARS-CoV-2-conservedstructured-102,4,hsa-miR-1193,61.0,13.0,||||
SARS-CoV-2-conservedstructured-102,4,hsa-miR-4480,59.0,20.0,||||
SARS-CoV-2-conservedstructured-102,8,hsa-miR-380-5p,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-102,6,hsa-miR-4480,39.0,904.0,||||||
SARS-CoV-2-conservedstructured-103,6,tae-miR1139,74.0,1.1,||||||
SARS-CoV-2-conservedstructured-103,5,bdi-miR1139,69.0,2.9,|||||
SARS-CoV-2-conservedstructured-103,5,ssa-miR-142b-5p,67.0,4.2,|||||
SARS-CoV-2-conservedstructured-103,9,osa-miR2922,63.0,9.1,|||||||||
SARS-CoV-2-conservedstructured-103,9,sko-miR-4818c,63.0,9.1,|||||||||
SARS-CoV-2-conservedstructured-103,7,bma-miR-5883,63.0,9.1,|||||||
SARS-CoV-2-conservedstructured-103,1,bdi-miR7770-3p,63.0,9.1,|
SARS-CoV-2-conservedstructured-103,2,pte-miR-35q-1-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-103,2,pte-miR-35q-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-103,1,mghv-miR-M1-10-3p,62.0,11.0,|
SARS-CoV-2-conservedstructured-103,10,cbn-miR-239b,62.0,11.0,||||||||||
SARS-CoV-2-conservedstructured-103,9,gra-miR8685,62.0,11.0,|||||||||
SARS-CoV-2-conservedstructured-103,1,cin-miR-4006f-3p,61.0,13.0,|
SARS-CoV-2-conservedstructured-103,6,tca-bantam-5p,61.0,13.0,||||||
SARS-CoV-2-conservedstructured-103,12,dme-miR-2b-2-5p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-103,12,dvi-miR-2b-5p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-103,4,cel-miR-2217b-1-5p,61.0,13.0,||||
SARS-CoV-2-conservedstructured-103,1,mmu-miR-302a-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-103,2,dme-miR-33-3p,60.0,16.0,||
SARS-CoV-2-conservedstructured-103,5,mtr-miR2592bl-3p,60.0,16.0,|||||
SARS-CoV-2-conservedstructured-103,5,gga-miR-6635-5p,60.0,16.0,|||||
SARS-CoV-2-conservedstructured-103,9,dvi-miR-9701a-5p,60.0,16.0,|||||||||
SARS-CoV-2-conservedstructured-103,6,bmo-miR-308-5p,59.0,20.0,||||||
SARS-CoV-2-conservedstructured-103,1,prd-miR-7933-3p,59.0,20.0,|
SARS-CoV-2-conservedstructured-103,5,prd-miR-7971-5p,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-103,1,stu-miR7984d-5p,59.0,20.0,|
SARS-CoV-2-conservedstructured-103,3,oan-miR-181a-3-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-103,3,cin-miR-196-5p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-103,10,mdo-miR-7260-5p,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-103,2,hhi-miR-7793,58.0,24.0,||
SARS-CoV-2-conservedstructured-103,4,prd-miR-7877-3p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-103,3,hsa-miR-8088,58.0,24.0,|||
SARS-CoV-2-conservedstructured-103,10,stu-miR7984d-3p,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-103,2,ata-miR5084-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-103,2,gmo-miR-11258-5p,58.0,24.0,||
SARS-CoV-2-conservedstructured-103,8,bta-miR-12064,58.0,24.0,||||||||
SARS-CoV-2-conservedstructured-103,3,ppt-miR1059,57.0,29.0,|||
SARS-CoV-2-conservedstructured-103,4,hsa-miR-3133,57.0,29.0,||||
SARS-CoV-2-conservedstructured-103,3,bmo-miR-3422,57.0,29.0,|||
SARS-CoV-2-conservedstructured-103,4,cin-miR-4072-5p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-103,1,asu-miR-2a-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-103,4,hco-miR-5964,57.0,29.0,||||
SARS-CoV-2-conservedstructured-103,1,pde-miR1313,57.0,29.0,|
SARS-CoV-2-conservedstructured-103,2,mmu-miR-6976-5p,57.0,29.0,||
SARS-CoV-2-conservedstructured-103,2,oni-miR-10949,57.0,29.0,||
SARS-CoV-2-conservedstructured-103,7,lja-miR11103a-3p,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-103,1,cpo-miR-367-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-103,3,gga-miR-1645,56.0,35.0,|||
SARS-CoV-2-conservedstructured-103,9,osa-miR1850.1,56.0,35.0,|||||||||
SARS-CoV-2-conservedstructured-103,7,bmo-miR-3356,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-103,1,rno-miR-3594-3p,56.0,35.0,|
SARS-CoV-2-conservedstructured-103,4,dme-miR-305-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-103,3,hsa-miR-548ao-3p,56.0,35.0,|||
SARS-CoV-2-conservedstructured-103,8,cin-miR-4000a-2-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-103,3,mmu-miR-7671-3p,56.0,35.0,|||
SARS-CoV-2-conservedstructured-103,4,dvi-miR-305-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-103,8,efu-miR-9229a,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-103,8,efu-miR-9229c,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-103,11,oha-miR-194-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-103,11,hpo-miR-2-5p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-103,3,ssc-miR-10388,56.0,35.0,|||
SARS-CoV-2-conservedstructured-103,2,oni-miR-10795,56.0,35.0,||
SARS-CoV-2-conservedstructured-103,2,oni-miR-10949,56.0,35.0,||
SARS-CoV-2-conservedstructured-103,4,dno-miR-372-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-103,1,hcmv-miR-UL36-3p,55.0,42.0,|
SARS-CoV-2-conservedstructured-103,2,gga-miR-1740-5p,55.0,42.0,||
SARS-CoV-2-conservedstructured-103,2,cte-miR-2000,55.0,42.0,||
SARS-CoV-2-conservedstructured-103,11,gma-miR4368a,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,11,dme-miR-2b-1-5p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,4,ppe-miR6267a,55.0,42.0,||||
SARS-CoV-2-conservedstructured-103,11,bdi-miR7726b-3p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,5,prd-miR-124-5p,55.0,42.0,|||||
SARS-CoV-2-conservedstructured-103,11,cel-miR-8212-5p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,11,str-miR-8374-5p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,11,gsa-miR-1175-5p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,11,bma-miR-9522,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,8,dvi-miR-9701b-3p,55.0,42.0,||||||||
SARS-CoV-2-conservedstructured-103,4,cja-miR-561,55.0,42.0,||||
SARS-CoV-2-conservedstructured-103,4,hpo-miR-87a-5p,55.0,42.0,||||
SARS-CoV-2-conservedstructured-103,2,egr-miR-10258-3p,55.0,42.0,||
SARS-CoV-2-conservedstructured-103,1,eel-miR-11053-3p,55.0,42.0,|
SARS-CoV-2-conservedstructured-103,11,tca-miR-11626b-5p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-103,9,cbn-miR-64j,54.0,51.0,|||||||||
SARS-CoV-2-conservedstructured-103,4,cbn-miR-64f,54.0,51.0,||||
SARS-CoV-2-conservedstructured-103,1,cbn-miR-244,54.0,51.0,|
SARS-CoV-2-conservedstructured-103,2,stu-miR8012,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,ggo-miR-518f-5p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,ggo-miR-520c,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,ggo-miR-526a,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,ggo-miR-518d-5p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,ppy-miR-518e-5p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,4,cja-miR-503,54.0,51.0,||||
SARS-CoV-2-conservedstructured-103,1,gma-miR10436,54.0,51.0,|
SARS-CoV-2-conservedstructured-103,6,pte-miR-11942a-5p,54.0,51.0,||||||
SARS-CoV-2-conservedstructured-103,6,pte-miR-11942c-5p,54.0,51.0,||||||
SARS-CoV-2-conservedstructured-103,6,pte-miR-11942c-3p,54.0,51.0,||||||
SARS-CoV-2-conservedstructured-103,6,pte-miR-11942d-5p,54.0,51.0,||||||
SARS-CoV-2-conservedstructured-103,2,mco-miR-2c-3p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,2,mco-miR-10293-3p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,6,csi-miR156g-5p,54.0,51.0,||||||
SARS-CoV-2-conservedstructured-103,2,csi-miR3951b-5p,54.0,51.0,||
SARS-CoV-2-conservedstructured-103,8,gga-miR-1645,52.0,75.0,||||||||
SARS-CoV-2-conservedstructured-103,4,hco-miR-5964,51.0,91.0,||||
SARS-CoV-2-conservedstructured-103,2,dme-miR-305-3p,49.0,133.0,||
SARS-CoV-2-conservedstructured-103,4,bma-miR-5883,49.0,133.0,||||
SARS-CoV-2-conservedstructured-103,2,dvi-miR-305-3p,49.0,133.0,||
SARS-CoV-2-conservedstructured-103,2,mtr-miR2592bl-3p,48.0,161.0,||
SARS-CoV-2-conservedstructured-103,2,prd-miR-124-5p,48.0,161.0,||
SARS-CoV-2-conservedstructured-103,9,hsa-miR-3133,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-103,1,bmo-miR-3422,44.0,347.0,|
SARS-CoV-2-conservedstructured-103,2,tca-bantam-5p,44.0,347.0,||
SARS-CoV-2-conservedstructured-103,1,hhi-miR-7793,44.0,347.0,|
SARS-CoV-2-conservedstructured-103,2,hsa-miR-3133,43.0,420.0,||
SARS-CoV-2-conservedstructured-103,1,tca-bantam-5p,43.0,420.0,|
SARS-CoV-2-conservedstructured-103,2,hco-miR-5964,42.0,509.0,||
SARS-CoV-2-conservedstructured-103,1,cbn-miR-239b,41.0,616.0,|
SARS-CoV-2-conservedstructured-103,3,prd-miR-124-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-103,7,ssc-miR-10388,41.0,616.0,|||||||
SARS-CoV-2-conservedstructured-103,5,gmo-miR-11258-5p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-103,5,dno-miR-372-3p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-103,3,cte-miR-2000,40.0,747.0,|||
SARS-CoV-2-conservedstructured-103,8,cin-miR-4072-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-103,8,cbn-miR-239b,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-103,1,sko-miR-4818c,39.0,904.0,|
SARS-CoV-2-conservedstructured-103,1,cel-miR-8212-5p,39.0,904.0,|
SARS-CoV-2-conservedstructured-104,1,hsa-miR-3975,63.0,9.1,|
SARS-CoV-2-conservedstructured-104,6,hsa-miR-301a-3p,59.0,20.0,||||||
SARS-CoV-2-conservedstructured-104,3,hsa-miR-516a-5p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-104,3,hsa-miR-3960,58.0,24.0,|||
SARS-CoV-2-conservedstructured-105,1,hsa-miR-338-3p,65.0,6.2,|
SARS-CoV-2-conservedstructured-105,1,hsa-miR-3065-5p,65.0,6.2,|
SARS-CoV-2-conservedstructured-105,1,hsa-miR-338-3p,50.0,110.0,|
SARS-CoV-2-conservedstructured-105,1,hsa-miR-3065-5p,50.0,110.0,|
SARS-CoV-2-conservedstructured-106,1,hsa-miR-1305,58.0,23.0,|
SARS-CoV-2-conservedstructured-106,4,hsa-miR-137-5p,58.0,23.0,||||
SARS-CoV-2-conservedstructured-106,8,hsa-miR-615-3p,56.0,34.0,||||||||
SARS-CoV-2-conservedstructured-106,4,hsa-miR-3122,56.0,34.0,||||
