sequence_name,max_consecutive,name,score,evalue,alignments
SARS-CoV-2-conservedstructured-57,4,xla-miR-29b-5p,45.0,287.0,||||
SARS-CoV-2-conservedstructured-57,1,bmo-miR-3272,44.0,347.0,|
SARS-CoV-2-conservedstructured-57,1,bmo-miR-3427,44.0,347.0,|
SARS-CoV-2-conservedstructured-57,1,mml-miR-7192-5p,44.0,347.0,|
SARS-CoV-2-conservedstructured-57,3,stu-miR8005b-5p,44.0,347.0,|||
SARS-CoV-2-conservedstructured-57,1,stu-miR172a-5p,44.0,347.0,|
SARS-CoV-2-conservedstructured-57,1,osa-miR1878,43.0,420.0,|
SARS-CoV-2-conservedstructured-57,1,bmo-miR-3427,43.0,420.0,|
SARS-CoV-2-conservedstructured-57,2,bdi-miR7711-5p.2,43.0,420.0,||
SARS-CoV-2-conservedstructured-57,3,osa-miR1853-5p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,1,bmo-miR-3427,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,2,ath-miR5658,42.0,509.0,||
SARS-CoV-2-conservedstructured-57,3,mtr-miR7696a-5p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,3,mtr-miR7696b-5p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,1,mtr-miR7696c-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,3,mtr-miR7696c-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,1,mtr-miR7696d-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,3,mtr-miR7696d-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,4,bdi-miR7711-5p.2,42.0,509.0,||||
SARS-CoV-2-conservedstructured-57,3,stu-miR8040-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,3,stu-miR8005b-5p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,4,bma-miR-9527,42.0,509.0,||||
SARS-CoV-2-conservedstructured-57,1,abu-miR-29c-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,1,oni-miR-29c,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,6,mdm-miR11013,42.0,509.0,||||||
SARS-CoV-2-conservedstructured-57,1,bdo-miR-304,42.0,509.0,|
SARS-CoV-2-conservedstructured-57,3,dno-miR-450c-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-57,4,hma-miR-3009,41.0,616.0,||||
SARS-CoV-2-conservedstructured-57,2,stu-miR8040-3p,41.0,616.0,||
SARS-CoV-2-conservedstructured-57,6,stu-miR8005b-5p,41.0,616.0,||||||
SARS-CoV-2-conservedstructured-57,4,gsa-miR-184b-5p,41.0,616.0,||||
SARS-CoV-2-conservedstructured-57,4,hsa-miR-12132,41.0,616.0,||||
SARS-CoV-2-conservedstructured-57,6,hsa-miR-12132,41.0,616.0,||||||
SARS-CoV-2-conservedstructured-57,3,cel-miR-62,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,3,cbr-miR-62,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,4,ppt-miR902h-3p,40.0,747.0,||||
SARS-CoV-2-conservedstructured-57,2,dme-miR-991-3p,40.0,747.0,||
SARS-CoV-2-conservedstructured-57,3,crm-miR-62,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,8,bmo-miR-2835,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,3,cbn-miR-62,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,1,bdi-miR7711-5p.2,40.0,747.0,|
SARS-CoV-2-conservedstructured-57,3,stu-miR8040-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,2,stu-miR8040-3p,40.0,747.0,||
SARS-CoV-2-conservedstructured-57,1,stu-miR8005b-5p,40.0,747.0,|
SARS-CoV-2-conservedstructured-57,2,stu-miR8040-5p,40.0,747.0,||
SARS-CoV-2-conservedstructured-57,3,stu-miR8040-5p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-57,8,chi-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,8,cpi-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,8,ami-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,7,cja-miR-9946,40.0,747.0,|||||||
SARS-CoV-2-conservedstructured-57,8,pal-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mdm-miR10984a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,4,bta-miR-12002b,40.0,747.0,||||
SARS-CoV-2-conservedstructured-57,8,cpo-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,8,dno-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,8,ocu-miR-20a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-57,3,mmu-miR-1969,39.0,904.0,|||
SARS-CoV-2-conservedstructured-57,4,dsi-miR-991-3p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-57,3,gra-miR8709b,39.0,904.0,|||
SARS-CoV-2-conservedstructured-57,4,dse-miR-991-3p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-57,7,tca-miR-11632-3p,39.0,904.0,|||||||
SARS-CoV-2-conservedstructured-57,2,xla-miR-29b-5p,39.0,904.0,||
SARS-CoV-2-conservedstructured-57,4,xla-miR-29b-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-58,5,hsa-miR-1206,63.0,9.1,|||||
SARS-CoV-2-conservedstructured-58,9,hsa-miR-1202,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-58,3,hsa-miR-1226-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-58,5,hsa-miR-496,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-58,10,hsa-miR-548v,56.0,35.0,||||||||||
SARS-CoV-2-conservedstructured-58,5,hsa-miR-4496,56.0,35.0,|||||
SARS-CoV-2-conservedstructured-58,4,hsa-miR-5585-5p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-58,3,hsa-miR-6809-5p,56.0,35.0,|||
SARS-CoV-2-conservedstructured-58,3,hsa-miR-496,42.0,509.0,|||
SARS-CoV-2-conservedstructured-58,1,hsa-miR-496,39.0,904.0,|
SARS-CoV-2-conservedstructured-59,2,hsa-miR-6874-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-59,2,hsa-miR-194-3p,59.0,20.0,||
SARS-CoV-2-conservedstructured-59,4,hsa-miR-6809-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-60,6,hsa-miR-6718-5p,63.0,9.1,||||||
SARS-CoV-2-conservedstructured-60,3,hsa-miR-3618,60.0,16.0,|||
SARS-CoV-2-conservedstructured-60,5,hsa-miR-3672,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-60,3,hsa-miR-7107-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-60,10,hsa-miR-7107-3p,51.0,91.0,||||||||||
SARS-CoV-2-conservedstructured-60,7,hsa-miR-7107-3p,45.0,287.0,|||||||
SARS-CoV-2-conservedstructured-60,8,hsa-miR-3618,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-61,9,hsa-miR-3942-3p,66.0,5.1,|||||||||
SARS-CoV-2-conservedstructured-61,13,hsa-miR-196a-1-3p,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-61,2,hsa-miR-6855-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-61,3,hsa-miR-6855-5p,43.0,420.0,|||
SARS-CoV-2-conservedstructured-62,2,hsa-miR-3606-5p,68.0,3.5,||
SARS-CoV-2-conservedstructured-62,11,hsa-miR-4735-3p,62.0,11.0,|||||||||||
SARS-CoV-2-conservedstructured-62,4,hsa-miR-379-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-62,11,hsa-miR-10393-3p,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-63,2,hsa-miR-16-1-3p,60.0,16.0,||
SARS-CoV-2-conservedstructured-63,12,hsa-miR-221-5p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-64,2,hsa-miR-374a-5p,64.0,7.5,||
SARS-CoV-2-conservedstructured-64,6,hsa-miR-374a-5p,39.0,904.0,||||||
SARS-CoV-2-conservedstructured-65,13,hsa-miR-649,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-65,2,hsa-miR-190a-3p,60.0,16.0,||
SARS-CoV-2-conservedstructured-65,5,hsa-miR-582-3p,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-65,5,hsa-miR-4447,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-65,5,hsa-miR-4472,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-65,3,hsa-miR-582-3p,48.0,161.0,|||
SARS-CoV-2-conservedstructured-65,1,hsa-miR-4472,44.0,347.0,|
SARS-CoV-2-conservedstructured-66,11,hsa-miR-7107-3p,73.0,1.3,|||||||||||
SARS-CoV-2-conservedstructured-66,8,hsa-miR-548q,63.0,9.1,||||||||
SARS-CoV-2-conservedstructured-66,10,hsa-miR-508-3p,60.0,16.0,||||||||||
SARS-CoV-2-conservedstructured-66,12,hsa-miR-1282,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-66,4,hsa-miR-488-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-66,8,hsa-miR-4795-5p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-66,2,hsa-miR-1282,44.0,347.0,||
SARS-CoV-2-conservedstructured-66,6,hsa-miR-7107-3p,42.0,509.0,||||||
SARS-CoV-2-conservedstructured-67,11,hsa-miR-6838-5p,67.0,4.2,|||||||||||
SARS-CoV-2-conservedstructured-67,5,hsa-miR-499a-5p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-67,1,hsa-miR-6838-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-68,12,hsa-miR-376c-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-68,4,hsa-miR-6502-5p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-69,5,hsa-miR-182-5p,65.0,6.2,|||||
SARS-CoV-2-conservedstructured-69,1,hsa-miR-1255a,62.0,11.0,|
SARS-CoV-2-conservedstructured-69,3,hsa-miR-1255b-5p,62.0,11.0,|||
SARS-CoV-2-conservedstructured-69,3,hsa-miR-1255b-2-3p,62.0,11.0,|||
SARS-CoV-2-conservedstructured-69,12,hsa-miR-5087,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-70,9,hsa-miR-6862-3p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-70,9,hsa-miR-381-3p,60.0,16.0,|||||||||
SARS-CoV-2-conservedstructured-71,5,hsa-miR-3675-3p,62.0,11.0,|||||
SARS-CoV-2-conservedstructured-71,2,hsa-miR-6730-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-71,3,hsa-miR-6839-3p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-72,3,hsa-miR-3617-3p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-72,2,hsa-miR-4729,58.0,24.0,||
SARS-CoV-2-conservedstructured-74,1,hsa-miR-4677-3p,65.0,6.2,|
SARS-CoV-2-conservedstructured-74,3,hsa-miR-645,57.0,29.0,|||
SARS-CoV-2-conservedstructured-75,13,hsa-miR-137-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-75,8,hsa-miR-222-5p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-75,6,hsa-miR-520d-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-75,5,hsa-miR-7109-5p,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-75,3,hsa-miR-137-5p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-76,4,hsa-miR-506-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-76,7,hsa-miR-598-5p,62.0,11.0,|||||||
SARS-CoV-2-conservedstructured-76,2,hsa-miR-204-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-76,2,hsa-miR-506-5p,43.0,420.0,||
SARS-CoV-2-conservedstructured-76,3,hsa-miR-506-5p,43.0,420.0,|||
SARS-CoV-2-conservedstructured-77,11,hsa-miR-7107-3p,73.0,1.3,|||||||||||
SARS-CoV-2-conservedstructured-77,10,hsa-miR-508-3p,60.0,16.0,||||||||||
SARS-CoV-2-conservedstructured-77,8,hsa-miR-4795-5p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-78,4,hsa-miR-3120-5p,73.0,1.3,||||
SARS-CoV-2-conservedstructured-78,6,hsa-miR-548y,67.0,4.2,||||||
SARS-CoV-2-conservedstructured-78,9,hsa-miR-4251,66.0,5.1,|||||||||
SARS-CoV-2-conservedstructured-78,5,hsa-miR-3121-3p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-78,9,hsa-miR-95-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-78,1,hsa-miR-4676-3p,60.0,16.0,|
SARS-CoV-2-conservedstructured-78,2,hsa-let-7e-5p,59.0,20.0,||
SARS-CoV-2-conservedstructured-79,4,hsa-miR-3671,58.0,24.0,||||
SARS-CoV-2-conservedstructured-79,9,hsa-miR-4434,57.0,29.0,|||||||||
SARS-CoV-2-conservedstructured-79,4,hsa-miR-6738-5p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-80,1,hsa-miR-136-5p,68.0,3.5,|
SARS-CoV-2-conservedstructured-80,3,hsa-miR-6500-3p,62.0,11.0,|||
SARS-CoV-2-conservedstructured-80,9,hsa-miR-136-5p,51.0,91.0,|||||||||
SARS-CoV-2-conservedstructured-80,3,hsa-miR-136-5p,47.0,195.0,|||
SARS-CoV-2-conservedstructured-80,4,hsa-miR-136-5p,47.0,195.0,||||
SARS-CoV-2-conservedstructured-81,1,hsa-miR-580-5p,62.0,11.0,|
SARS-CoV-2-conservedstructured-81,1,hsa-miR-3121-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-81,5,hsa-miR-4780,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-81,2,hsa-miR-4796-5p,58.0,24.0,||
SARS-CoV-2-conservedstructured-81,6,hsa-miR-4431,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-81,3,hsa-miR-6758-3p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-81,2,hsa-miR-580-5p,42.0,509.0,||
SARS-CoV-2-conservedstructured-82,4,hsa-miR-17-3p,64.0,7.5,||||
SARS-CoV-2-conservedstructured-82,5,hsa-miR-99b-3p,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-82,6,hsa-miR-3152-5p,59.0,20.0,||||||
SARS-CoV-2-conservedstructured-82,10,hsa-miR-3177-3p,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-83,7,hsa-miR-302a-5p,61.0,13.0,|||||||
SARS-CoV-2-conservedstructured-83,4,hsa-miR-20a-3p,60.0,16.0,||||
SARS-CoV-2-conservedstructured-83,6,hsa-miR-3925-5p,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-83,3,hsa-miR-302a-5p,48.0,161.0,|||
SARS-CoV-2-conservedstructured-83,4,hsa-miR-20a-3p,43.0,420.0,||||
SARS-CoV-2-conservedstructured-83,5,hsa-miR-20a-3p,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-84,5,hsa-miR-4731-3p,64.0,7.5,|||||
SARS-CoV-2-conservedstructured-84,7,hsa-miR-939-5p,62.0,11.0,|||||||
SARS-CoV-2-conservedstructured-84,1,hsa-miR-4660,61.0,13.0,|
SARS-CoV-2-conservedstructured-84,2,hsa-miR-5008-5p,60.0,16.0,||
SARS-CoV-2-conservedstructured-84,2,hsa-miR-873-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-84,5,hsa-miR-548ab,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-84,7,hsa-miR-6868-5p,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-84,11,hsa-miR-12126,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-84,1,hsa-miR-4731-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-84,5,hsa-miR-548ab,39.0,904.0,|||||
SARS-CoV-2-conservedstructured-85,7,hsa-miR-1294,64.0,7.5,|||||||
SARS-CoV-2-conservedstructured-85,4,hsa-miR-1911-3p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-85,1,hsa-miR-141-3p,62.0,11.0,|
SARS-CoV-2-conservedstructured-86,2,hsa-miR-204-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-87,2,hsa-miR-1244,66.0,5.1,||
SARS-CoV-2-conservedstructured-87,7,hsa-miR-6130,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-87,3,hsa-miR-6130,42.0,509.0,|||
SARS-CoV-2-conservedstructured-88,4,hsa-miR-8067,59.0,20.0,||||
SARS-CoV-2-conservedstructured-88,6,hsa-miR-3182,56.0,35.0,||||||
SARS-CoV-2-conservedstructured-88,1,hsa-miR-8067,42.0,509.0,|
SARS-CoV-2-conservedstructured-89,3,hsa-miR-649,60.0,15.0,|||
SARS-CoV-2-conservedstructured-89,4,hsa-miR-29a-5p,59.0,18.0,||||
SARS-CoV-2-conservedstructured-89,3,hsa-miR-4659a-5p,59.0,18.0,|||
SARS-CoV-2-conservedstructured-89,3,hsa-miR-4659a-3p,59.0,18.0,|||
SARS-CoV-2-conservedstructured-89,3,hsa-miR-4659b-3p,59.0,18.0,|||
SARS-CoV-2-conservedstructured-89,3,hsa-miR-8059,57.0,27.0,|||
SARS-CoV-2-conservedstructured-89,3,hsa-miR-29a-5p,39.0,841.0,|||
SARS-CoV-2-conservedstructured-90,12,hsa-miR-5003-3p,67.0,4.2,||||||||||||
SARS-CoV-2-conservedstructured-90,5,hsa-miR-1252-3p,65.0,6.2,|||||
SARS-CoV-2-conservedstructured-90,8,hsa-miR-3691-3p,58.0,24.0,||||||||
SARS-CoV-2-conservedstructured-91,6,hsa-miR-194-5p,62.0,11.0,||||||
SARS-CoV-2-conservedstructured-92,3,hsa-miR-5682,63.0,9.1,|||
SARS-CoV-2-conservedstructured-92,12,hsa-miR-5706,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-92,1,hsa-miR-892c-5p,58.0,24.0,|
SARS-CoV-2-conservedstructured-93,13,hsa-miR-3917,68.0,3.5,|||||||||||||
SARS-CoV-2-conservedstructured-93,1,hsa-miR-17-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-93,1,hsa-miR-106a-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-94,5,hsa-miR-876-5p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-94,1,hsa-miR-6516-3p,60.0,16.0,|
SARS-CoV-2-conservedstructured-94,2,hsa-miR-3145-3p,59.0,20.0,||
SARS-CoV-2-conservedstructured-94,4,hsa-miR-5002-3p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-94,1,hsa-miR-3145-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-94,3,hsa-miR-5002-3p,39.0,904.0,|||
SARS-CoV-2-conservedstructured-95,2,hsa-miR-15b-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-95,1,hsa-miR-15a-5p,63.0,9.1,|
SARS-CoV-2-conservedstructured-96,8,hsa-miR-3085-3p,71.0,2.0,||||||||
SARS-CoV-2-conservedstructured-96,2,hsa-miR-8076,70.0,2.4,||
SARS-CoV-2-conservedstructured-96,10,hsa-miR-3064-5p,61.0,13.0,||||||||||
SARS-CoV-2-conservedstructured-96,8,hsa-miR-5007-5p,61.0,13.0,||||||||
SARS-CoV-2-conservedstructured-96,2,hsa-miR-6721-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-96,7,hsa-miR-548v,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-96,3,hsa-miR-4698,56.0,35.0,|||
SARS-CoV-2-conservedstructured-96,4,hsa-miR-548v,47.0,195.0,||||
SARS-CoV-2-conservedstructured-96,5,hsa-miR-548v,43.0,420.0,|||||
SARS-CoV-2-conservedstructured-97,3,hsa-miR-548m,64.0,7.5,|||
SARS-CoV-2-conservedstructured-97,4,hsa-miR-3613-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-97,4,hsa-miR-4495,63.0,9.1,||||
SARS-CoV-2-conservedstructured-97,3,hsa-miR-626,62.0,11.0,|||
SARS-CoV-2-conservedstructured-97,3,hsa-miR-122b-5p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-97,8,hsa-miR-6128,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-97,3,hsa-miR-3925-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-97,9,hsa-miR-3925-3p,46.0,237.0,|||||||||
SARS-CoV-2-conservedstructured-97,2,hsa-miR-3613-5p,45.0,287.0,||
SARS-CoV-2-conservedstructured-97,6,hsa-miR-3613-5p,44.0,347.0,||||||
SARS-CoV-2-conservedstructured-97,2,hsa-miR-3925-3p,43.0,420.0,||
SARS-CoV-2-conservedstructured-97,4,hsa-miR-548m,41.0,616.0,||||
SARS-CoV-2-conservedstructured-97,2,hsa-miR-3613-5p,41.0,616.0,||
SARS-CoV-2-conservedstructured-97,1,hsa-miR-3613-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-97,4,hsa-miR-3613-5p,40.0,747.0,||||
SARS-CoV-2-conservedstructured-97,2,hsa-miR-3613-5p,40.0,747.0,||
SARS-CoV-2-conservedstructured-97,3,hsa-miR-4495,39.0,904.0,|||
SARS-CoV-2-conservedstructured-98,3,hsa-miR-507,58.0,24.0,|||
SARS-CoV-2-conservedstructured-98,1,hsa-miR-2053,56.0,35.0,|
SARS-CoV-2-conservedstructured-99,12,hsa-miR-5003-3p,67.0,4.2,||||||||||||
SARS-CoV-2-conservedstructured-99,5,hsa-miR-1252-3p,65.0,6.2,|||||
SARS-CoV-2-conservedstructured-99,10,hsa-miR-6881-5p,61.0,13.0,||||||||||
SARS-CoV-2-conservedstructured-99,3,hsa-miR-4744,59.0,20.0,|||
SARS-CoV-2-conservedstructured-99,8,hsa-miR-3691-3p,58.0,24.0,||||||||
SARS-CoV-2-conservedstructured-99,1,hsa-miR-4738-5p,56.0,35.0,|
SARS-CoV-2-conservedstructured-99,3,hsa-miR-4744,52.0,75.0,|||
SARS-CoV-2-conservedstructured-100,5,hsa-miR-10397-5p,62.0,11.0,|||||
SARS-CoV-2-conservedstructured-100,7,hsa-miR-363-5p,59.0,20.0,|||||||
SARS-CoV-2-conservedstructured-100,3,hsa-miR-4766-5p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-100,11,hsa-miR-4658,58.0,24.0,|||||||||||
SARS-CoV-2-conservedstructured-100,5,hsa-miR-1262,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-100,3,hsa-miR-4766-5p,44.0,347.0,|||
SARS-CoV-2-conservedstructured-101,13,hsa-miR-137-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-101,3,hsa-miR-137-5p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-102,8,hsa-miR-1267,67.0,4.2,||||||||
SARS-CoV-2-conservedstructured-102,6,hsa-miR-492,64.0,7.5,||||||
SARS-CoV-2-conservedstructured-102,6,hsa-miR-3976,62.0,11.0,||||||
SARS-CoV-2-conservedstructured-102,8,hsa-miR-20a-3p,60.0,16.0,||||||||
SARS-CoV-2-conservedstructured-102,12,hsa-miR-6838-5p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-102,1,hsa-miR-1267,48.0,161.0,|
SARS-CoV-2-conservedstructured-102,1,hsa-miR-6838-5p,45.0,287.0,|
SARS-CoV-2-conservedstructured-102,4,hsa-miR-3976,41.0,616.0,||||
SARS-CoV-2-conservedstructured-102,5,hsa-miR-20a-3p,39.0,904.0,|||||
SARS-CoV-2-conservedstructured-103,3,hsa-miR-3529-3p,69.0,2.9,|||
SARS-CoV-2-conservedstructured-104,5,hsa-miR-506-3p,67.0,4.2,|||||
SARS-CoV-2-conservedstructured-104,5,hsa-miR-892b,67.0,4.2,|||||
SARS-CoV-2-conservedstructured-104,9,hsa-miR-877-3p,62.0,11.0,|||||||||
SARS-CoV-2-conservedstructured-104,10,hsa-miR-892a,61.0,13.0,||||||||||
SARS-CoV-2-conservedstructured-104,1,hsa-miR-877-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-104,2,hsa-miR-877-3p,41.0,616.0,||
SARS-CoV-2-conservedstructured-105,13,hsa-miR-1304-5p,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-105,2,hsa-miR-922,64.0,7.5,||
SARS-CoV-2-conservedstructured-105,9,hsa-miR-4501,60.0,16.0,|||||||||
SARS-CoV-2-conservedstructured-105,11,hsa-miR-371b-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-105,9,hsa-miR-5583-5p,56.0,35.0,|||||||||
SARS-CoV-2-conservedstructured-105,2,hsa-miR-6844,56.0,35.0,||
SARS-CoV-2-conservedstructured-105,3,hsa-miR-922,45.0,287.0,|||
SARS-CoV-2-conservedstructured-105,9,hsa-miR-371b-3p,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-105,4,hsa-miR-6844,41.0,616.0,||||
SARS-CoV-2-conservedstructured-105,3,hsa-miR-922,39.0,904.0,|||
SARS-CoV-2-conservedstructured-106,2,hsa-miR-3606-5p,63.0,8.9,||
SARS-CoV-2-conservedstructured-106,3,hsa-miR-3169,60.0,16.0,|||
SARS-CoV-2-conservedstructured-106,3,hsa-miR-4795-5p,58.0,23.0,|||
SARS-CoV-2-conservedstructured-106,4,hsa-miR-4795-5p,41.0,604.0,||||
SARS-CoV-2-conservedstructured-106,8,hsa-miR-3606-5p,40.0,732.0,||||||||
